tr_size,set,metric,score,cnt,split,trial,exp
115863,te,mean_absolute_error,0.05671289409451628,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
115863,te,median_absolute_error,0.041030195617675735,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
115863,te,mse,0.006320906945131613,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
115863,te,pearsonr,0.8761587899070689,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
115863,te,r2,0.7673481536834251,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
115863,te,rmse,0.07950413162302708,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
115863,te,spearmanr,0.8367355333694549,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
115863,te,y_avg_pred,0.7795814275741577,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
115863,te,y_avg_true,0.7811119795622454,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
115863,te,mcc,0.7023406226585048,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
24310,te,mean_absolute_error,0.0675842189858436,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
24310,te,median_absolute_error,0.04863703022003174,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
24310,te,mse,0.008932491633569383,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
24310,te,pearsonr,0.8250111684572541,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
24310,te,r2,0.6712242896792078,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
24310,te,rmse,0.09451185975087667,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
24310,te,spearmanr,0.7861361581433637,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
24310,te,y_avg_pred,0.7814128994941711,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
24310,te,y_avg_true,0.7811119795622454,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
24310,te,mcc,0.6411719934439392,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
35919,te,mean_absolute_error,0.06573181886683675,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
35919,te,median_absolute_error,0.048116071128845195,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
35919,te,mse,0.008330031622280359,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
35919,te,pearsonr,0.8351918334856644,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
35919,te,r2,0.6933988660770221,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
35919,te,rmse,0.09126900690968627,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
35919,te,spearmanr,0.7981785524744904,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
35919,te,y_avg_pred,0.7752454280853271,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
35919,te,y_avg_true,0.7811119795622454,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
35919,te,mcc,0.6507056105195768,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
53072,te,mean_absolute_error,0.06358304005907457,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
53072,te,median_absolute_error,0.046589530944824216,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
53072,te,mse,0.007807912827086806,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
53072,te,pearsonr,0.8470485474130274,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
53072,te,r2,0.7126163459027492,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
53072,te,rmse,0.08836239486957563,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
53072,te,spearmanr,0.8062461470445044,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
53072,te,y_avg_pred,0.7774913907051086,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
53072,te,y_avg_true,0.7811119795622454,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
53072,te,mcc,0.6757334599179798,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
78416,te,mean_absolute_error,0.06099635234585636,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
78416,te,median_absolute_error,0.045273385238647434,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
78416,te,mse,0.007085150787221348,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
78416,te,pearsonr,0.8607454838829606,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
78416,te,r2,0.7392188452722019,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
78416,te,rmse,0.0841733377455198,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
78416,te,spearmanr,0.8229069934042602,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
78416,te,y_avg_pred,0.774491012096405,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
78416,te,y_avg_true,0.7811119795622454,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
78416,te,mcc,0.6715323157949099,120,0,1,lc.gdsc1.nn_reg1.ls_hpo
20000,te,mean_absolute_error,0.06955948881491074,140,0,1,lc.gdsc1.nn_reg1.ls_hpo
20000,te,median_absolute_error,0.051534990310668986,140,0,1,lc.gdsc1.nn_reg1.ls_hpo
20000,te,mse,0.00911551515203302,140,0,1,lc.gdsc1.nn_reg1.ls_hpo
20000,te,pearsonr,0.8177638332159789,140,0,1,lc.gdsc1.nn_reg1.ls_hpo
20000,te,r2,0.6644877944484535,140,0,1,lc.gdsc1.nn_reg1.ls_hpo
20000,te,rmse,0.09547520700178144,140,0,1,lc.gdsc1.nn_reg1.ls_hpo
20000,te,spearmanr,0.7754995173559092,140,0,1,lc.gdsc1.nn_reg1.ls_hpo
20000,te,y_avg_pred,0.7899722456932068,140,0,1,lc.gdsc1.nn_reg1.ls_hpo
20000,te,y_avg_true,0.7811119795622454,140,0,1,lc.gdsc1.nn_reg1.ls_hpo
