dataset,model,rmse,mae,r2
GDSC1,dGBDT,5.25037097245916e-05,4.144842648905568e-05,0.9988872616202071
GDSC1,hGBDT,5.098221473733829e-05,3.505340359077277e-05,0.9994692910792654
GDSC1,sNN,0.00036402966056086104,0.00026378681822891367,0.989208196774893
GDSC1,mNN,0.00021724561904946005,0.00020181973029101684,0.9973079955149167
