dataset,model,rmse,mae,r2
CTRP,dGBDT,2.5665165429269427e-05,2.2780642080340772e-05,0.9997399236080406
CTRP,hGBDT,0.00013564360194029783,0.00010274866020389614,0.991580744329067
CTRP,sNN,0.0002823407057516874,0.00020384279637403885,0.9898179995928238
CTRP,mNN,6.733127439440587e-05,5.282970391251307e-05,0.999650091409977
