rmse,mae,r2,model
5.3082270836640676e-05,4.063321023840896e-05,0.9992062225372296,hGBDT
0.00015410688750604534,0.00012893009388062482,0.9961248232481429,sNN
0.00016640391602543907,0.00012268399898827871,0.9957691702243845,mNN
