dataset,model,tr_size,sK,Ds,s2T,s2T_impv,m_func_s,m_factor
GDSC1,dGBDT,115863,0.06654145591933949,,0.0660894765568867,0.6792448,,
GDSC1,hGBDT,115863,0.061113345256560786,8.16,0.05857808928977424,4.148449,649056.0,5.6019264130913236
GDSC1,sNN,115863,0.060243345637019274,9.46,0.0559794113625145,7.0778511,312381.0,2.696123870433184
GDSC1,mNN,115863,0.05743465575416985,13.69,0.05322311138226374,7.3327581,304224.0,2.6257217575930194
