dataset,model,tr_size,sK,Ds,s2T,s2T_impv,m_func_s,m_factor
GDSC2,dGBDT,78423,0.05865025887564085,,0.05810342424056893,0.9323653,,
GDSC2,hGBDT,78423,0.05179333136279303,11.69,0.049642329984418844,4.153047,598003.0,7.6253522563533656
GDSC2,sNN,78423,0.05119985150868318,12.7,0.047830648568737255,6.5804936,232820.0,2.968771916402076
GDSC2,mNN,78423,0.050905271134147244,13.21,0.04771560661557793,6.2658826,247656.0,3.1579511112811294
