dataset,model,tr_size,sK,Ds,s2T,s2T_impv,m_func_s,m_factor
NCI-60,dGBDT,674999,0.05543587045951625,,0.05541054502561378,0.0456842,,
NCI-60,hGBDT,674999,0.03261639123642634,41.16,0.0313337986108247,3.932356,18355942.0,27.194028435597684
NCI-60,sNN,674999,0.0332919698092634,39.95,0.031096682364128714,6.5940449,2109907.0,3.125792778952265
NCI-60,mNN,674999,0.032059401643203075,42.17,0.030554750152924588,4.6933237,5175827.0,7.667903211708462
