tr_size,set,metric,score,cnt,split,trial,exp
499618,tr,mean_absolute_error,0.0266079075910236,120,0,1,lc.nci60.nn_reg0.random.ls_hpo
499618,tr,median_absolute_error,0.018865810394287086,120,0,1,lc.nci60.nn_reg0.random.ls_hpo
499618,tr,mse,0.001539259871670268,120,0,1,lc.nci60.nn_reg0.random.ls_hpo
499618,tr,pearsonr,0.9422850087676372,120,0,1,lc.nci60.nn_reg0.random.ls_hpo
499618,tr,r2,0.8876682957123962,120,0,1,lc.nci60.nn_reg0.random.ls_hpo
499618,tr,rmse,0.03923340249927691,120,0,1,lc.nci60.nn_reg0.random.ls_hpo
499618,tr,spearmanr,0.897780649466873,120,0,1,lc.nci60.nn_reg0.random.ls_hpo
499618,tr,y_avg_pred,0.8895910382270813,120,0,1,lc.nci60.nn_reg0.random.ls_hpo
499618,tr,y_avg_true,0.8896242489261796,120,0,1,lc.nci60.nn_reg0.random.ls_hpo
499618,vl,mean_absolute_error,0.034345756432562435,120,0,1,lc.nci60.nn_reg0.random.ls_hpo
499618,vl,median_absolute_error,0.023000932312011724,120,0,1,lc.nci60.nn_reg0.random.ls_hpo
499618,vl,mse,0.0026989664873962303,120,0,1,lc.nci60.nn_reg0.random.ls_hpo
499618,vl,pearsonr,0.8983286117517646,120,0,1,lc.nci60.nn_reg0.random.ls_hpo
499618,vl,r2,0.8050850633161059,120,0,1,lc.nci60.nn_reg0.random.ls_hpo
499618,vl,rmse,0.051951578295526595,120,0,1,lc.nci60.nn_reg0.random.ls_hpo
499618,vl,spearmanr,0.8499530059347158,120,0,1,lc.nci60.nn_reg0.random.ls_hpo
499618,vl,y_avg_pred,0.8902229070663452,120,0,1,lc.nci60.nn_reg0.random.ls_hpo
499618,vl,y_avg_true,0.8899160697618604,120,0,1,lc.nci60.nn_reg0.random.ls_hpo
499618,te,mean_absolute_error,0.03427750138592385,120,0,1,lc.nci60.nn_reg0.random.ls_hpo
499618,te,median_absolute_error,0.022881332206726057,120,0,1,lc.nci60.nn_reg0.random.ls_hpo
499618,te,mse,0.002672260581671785,120,0,1,lc.nci60.nn_reg0.random.ls_hpo
499618,te,pearsonr,0.8979118102320445,120,0,1,lc.nci60.nn_reg0.random.ls_hpo
499618,te,r2,0.8043799348123027,120,0,1,lc.nci60.nn_reg0.random.ls_hpo
499618,te,rmse,0.051693912423725334,120,0,1,lc.nci60.nn_reg0.random.ls_hpo
499618,te,spearmanr,0.8529109724459643,120,0,1,lc.nci60.nn_reg0.random.ls_hpo
499618,te,y_avg_pred,0.8898324966430664,120,0,1,lc.nci60.nn_reg0.random.ls_hpo
499618,te,y_avg_true,0.8895460838955707,120,0,1,lc.nci60.nn_reg0.random.ls_hpo
499618,te,mcc,0.5501813940053615,120,0,1,lc.nci60.nn_reg0.random.ls_hpo
625000,tr,mean_absolute_error,0.026790542975441443,120,0,1,lc.nci60.nn_reg0.random.ls_hpo
625000,tr,median_absolute_error,0.01966104402542113,120,0,1,lc.nci60.nn_reg0.random.ls_hpo
625000,tr,mse,0.001517142646416932,120,0,1,lc.nci60.nn_reg0.random.ls_hpo
625000,tr,pearsonr,0.9431699822881862,120,0,1,lc.nci60.nn_reg0.random.ls_hpo
625000,tr,r2,0.8891896984920001,120,0,1,lc.nci60.nn_reg0.random.ls_hpo
625000,tr,rmse,0.038950515354959456,120,0,1,lc.nci60.nn_reg0.random.ls_hpo
625000,tr,spearmanr,0.8992648453546259,120,0,1,lc.nci60.nn_reg0.random.ls_hpo
625000,tr,y_avg_pred,0.8874326944351196,120,0,1,lc.nci60.nn_reg0.random.ls_hpo
625000,tr,y_avg_true,0.8896114969600001,120,0,1,lc.nci60.nn_reg0.random.ls_hpo
625000,vl,mean_absolute_error,0.03364130994963512,120,0,1,lc.nci60.nn_reg0.random.ls_hpo
625000,vl,median_absolute_error,0.023078674888610817,120,0,1,lc.nci60.nn_reg0.random.ls_hpo
625000,vl,mse,0.0025168494321136654,120,0,1,lc.nci60.nn_reg0.random.ls_hpo
625000,vl,pearsonr,0.9051514827656588,120,0,1,lc.nci60.nn_reg0.random.ls_hpo
625000,vl,r2,0.8182372585972351,120,0,1,lc.nci60.nn_reg0.random.ls_hpo
