n_pnts,fit_mae,fit_rmse,extrp_mae,extrp_rmse,alpha,beta,gamma
5,4.014636748238265e-05,5.223569107272372e-05,0.00010621260735781124,0.00010621260735781124,1.2221577842892186,-0.5645088816614162,0.06783343869821115
4,6.756769354708536e-06,7.679025391062583e-06,0.00023575378460570506,0.00023575378460570506,1.4471264496679836,-0.5885239972940053,0.06815870546826634
3,4.625929269271485e-18,8.012344526598183e-18,0.00029016443513915635,0.00029016443513915635,1.592600590016516,-0.6015273531525553,0.06830362445347465
6,0.0003148802949112887,0.00042342040627098315,0.0003576758293781235,0.0003576758293781235,0.7845007785371039,-0.4978266635831336,0.06663646690873844
7,0.000732174747841632,0.0010468921058484502,0.0009542647836123519,0.0009542647836123519,0.5174686185479147,-0.4307247720254479,0.06491351439610799
8,0.0012848903597249758,0.002107907033451349,0.0016153942538311566,0.0016153942538311566,0.3658288375414551,-0.370266243655288,0.06269126156338907
9,0.002174726671370441,0.0035644488311978163,0.002244007091320832,0.002244007091320832,0.28314578854396577,-0.32157326177846257,0.06018786875119321
