metric,tr_size,set,std,median,mean,run0,file,run1,run2,run3,run4,run5,run6,run7,run8,run9,run10
median_absolute_error,256,tr,0.020329081437371537,0.04978079733848567,0.04951685110438953,0.02726273250579836,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.056087812137603776,0.034346976137161256,0.08702698040008544,0.036036048793792685,0.05640433106422421,0.07823030691146854,0.04978079733848567,0.03677396330833438,0.02392842106819154,0.058806992483139024
median_absolute_error,512,tr,0.00807271334251503,0.03420618066787723,0.03409090146151456,0.05157579531669615,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.03978036937713625,0.03660181837081905,0.02626507143974305,0.03420618066787723,0.02904340829849245,0.037574029970169065,0.03939453692436218,0.02299368438720706,0.029410868501663186,0.028154152822494505
median_absolute_error,1024,tr,0.00421139125055674,0.030159530735015868,0.029176208465749563,0.03232466812133788,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.030159530735015868,0.033458610439300485,0.03117303619384765,0.028510686302185062,0.022722834968566863,0.022459187173843376,0.033301240158081065,0.0329605405330658,0.02972258019447327,0.02414537830352786
median_absolute_error,2048,tr,0.004907910891774258,0.02505742068290712,0.02332027443972501,0.017814804697036724,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.025680425596237174,0.027232678842544544,0.02505742068290712,0.013299052238464393,0.02564645977020264,0.024103342103958147,0.01919436049461365,0.027408074045181245,0.021265028810501074,0.02982137155532838
median_absolute_error,4096,tr,0.004784709465961755,0.021654146766662552,0.02151739329424771,0.019901318264007598,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.02863141684532167,0.01909135584831234,0.022714998340606696,0.01578298339843753,0.021963242912292458,0.021654146766662552,0.01718126130104064,0.030284415864944462,0.01566059684753418,0.023825589847564662
median_absolute_error,8192,tr,0.0035371757751131595,0.021158106756210326,0.022265669601613827,0.022306207561492875,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.02666296911239624,0.024032770824432392,0.020677285814285296,0.017506655645370458,0.0254539890289307,0.01961709527969363,0.02069905157089236,0.01820647449493401,0.021158106756210326,0.028601759529113813
median_absolute_error,16384,tr,0.002778367248449469,0.019918365764617918,0.02109719071821734,0.0168109729766846,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.01941580004692084,0.021676376867294345,0.02140456013679504,0.019132981634140008,0.02282161583900455,0.0197335697174072,0.019918365764617918,0.01966811232566834,0.02610907144546509,0.025377671146392836
median_absolute_error,32768,tr,0.00232984950003663,0.022825326728820816,0.023164332844994286,0.0236515691757202,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.02082794628143314,0.022321017980575564,0.02472725348472593,0.02262259798049926,0.025577719020843548,0.020504214525222768,0.023340036773681627,0.022825326728820816,0.020336778497695884,0.028073200845718405
median_absolute_error,65536,tr,0.002589573550027246,0.02421449971199036,0.02507445277734237,0.022249400615692142,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.026390584945678697,0.02421449971199036,0.023832225847244315,0.022703103637695343,0.030544103670120226,0.023200852155685403,0.02595599837303164,0.02866760292053222,0.02429867129325869,0.023761937379837058
median_absolute_error,131072,tr,0.0021913212023969672,0.02572167363166811,0.02647743956392462,0.02683171525001532,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.03055357041358947,0.02509245944023131,0.028079995107650742,0.02988511018753054,0.024567533016204846,0.023723145008087143,0.02572167363166811,0.025068141174316442,0.02529999403953553,0.026428497934341374
median_absolute_error,213015,tr,0.0016160185491801199,0.026670553207397533,0.026887030670859603,0.024672269821166992,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.02543465318679805,0.029048588752746636,0.02754460000991832,0.025388376426696783,0.02587156553268433,0.027801969337463373,0.02813952980041501,0.026670553207397533,0.02949922246932979,0.025686008834838847
mse,128,tr,0.0049144800089337155,0.013764213893835257,0.012725765176214371,0.0047415607014546545,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.015074957595899975,0.014746784153247068,0.017744750434745524,0.002460727639338568,0.011693997431707162,0.013167336547033705,0.013764213893835257,0.013437365257468048,0.01817561461344961,0.0149761086701785
mse,256,tr,0.004925447240244101,0.007125273878069008,0.006823897847042401,0.0022653563620031237,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.007198216117497952,0.0024705010891674845,0.016579436772125145,0.003318952936679334,0.007568785341313475,0.01454436846402839,0.007125273878069008,0.0044473773534678745,0.0015353785357862936,0.008009229467328328
mse,512,tr,0.0015504462047417071,0.0029694659661405713,0.0033849207261628087,0.007480599659609332,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.00412958182903295,0.003396457926259605,0.001964078948076361,0.002752399981251605,0.0027703979217298565,0.0035888120498555227,0.0039587889416764456,0.0018590170177871308,0.0029694659661405713,0.002364527746371514
mse,1024,tr,0.0004270449077390027,0.002877836928769474,0.0029299502020467133,0.002804408269258429,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.0036905557315714313,0.003134754330675921,0.0032793289133672392,0.003099914023406614,0.002872914918595033,0.002382579345095527,0.0024740684766076377,0.003302844382353945,0.002310246902812597,0.002877836928769474
mse,2048,tr,0.0008384210577978704,0.0023364742601568803,0.0023177700412924957,0.0016375622020122814,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.002627536776728261,0.0021657335297947406,0.002022992926711406,0.0009407941680517297,0.004177251464138802,0.002572055652437745,0.0015720072442702705,0.0028945903860262807,0.0023364742601568803,0.0025484718438890572
mse,4096,tr,0.0006864263195912017,0.001548140361853061,0.0017660355162360585,0.0013978206023742392,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.0030850710241695123,0.0016656471658608642,0.001548140361853061,0.0010578456720895058,0.0013338306056255044,0.0021293236236303065,0.0013288528362225712,0.002766508260254088,0.0009741085796340533,0.0021392419468829376
mse,8192,tr,0.0003890181848363837,0.0017262766589021586,0.0018402151970677275,0.0017423924499972616,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.0024387272204316945,0.0018824252915628503,0.0015798491561433519,0.001419955258175799,0.002104801744104788,0.0016029954406340634,0.0017262766589021586,0.0014757245154076858,0.0016582044271773375,0.002611015005208009
mse,16384,tr,0.0003974203392359825,0.0018440212479730886,0.0019304991803052224,0.0014164129555550304,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.0016442139992588196,0.0019308979711563352,0.002063730951244964,0.0016368768425890296,0.0017937333216433036,0.0018440212479730886,0.0019589295682038896,0.001661436800756859,0.0025542841554623092,0.002730953169513819
mse,32768,tr,0.0003842090629575274,0.0022348481320348767,0.0022654068046213272,0.002033902539901232,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.0018594938998667168,0.0022348481320348767,0.0024572560045340182,0.002480956331061871,0.002527302673141608,0.001864836218328708,0.00230796630425332,0.002020340920129132,0.001973987987297149,0.003158583840285966
mse,65536,tr,0.00026518245136658493,0.0024897691992762363,0.0025296808478249824,0.0023755344534867467,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.002586946639497205,0.0024011380010058275,0.002533367684268946,0.00226848976337008,0.003271848719458376,0.002509674064010261,0.0023504169836439525,0.002463633378552887,0.0025756704395042854,0.0024897691992762363
mse,131072,tr,0.00023178293081458512,0.0028509650690294428,0.002939964379413457,0.0028184787000325594,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.0031881602017860343,0.002847742919684244,0.0028509650690294428,0.0028876152495579586,0.0028740279961529296,0.0028399412970674985,0.0032811470596063427,0.002633869798344868,0.002751423494920093,0.003366236387366059
mse,213015,tr,0.00020667812004216606,0.0029720923553783088,0.003007913760220018,0.002742620061325808,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.0029121390574495805,0.0028555456583614163,0.003137078694408233,0.003013565974891929,0.002987263870221759,0.0029720923553783088,0.0029446947714198684,0.002793018293982089,0.0033915005016693558,0.003337532123311853
r2,128,tr,0.2467457518164094,0.3741183081883742,0.4127746649192882,0.7619700431992755,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.2824631805771337,0.2700826150288502,0.22189404807562974,0.8790926059047759,0.6239320540912476,0.3741183081883742,0.3760988033846502,0.4625911314887633,0.17086749406135948,0.11741103011211065
r2,256,tr,0.25249980888771817,0.6779047842621164,0.6726376735481492,0.8926673943419472,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.6546432492991263,0.8883469867267563,0.16597034984784687,0.8396510584399148,0.6756158182527008,0.2479138011368677,0.6779047842621164,0.8082457518482629,0.9124337746237816,0.6356214402503206
r2,512,tr,0.06583862782872135,0.8444993181335136,0.8446705734749282,0.6890914180953664,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.791845101585284,0.8444993181335136,0.9110914549686754,0.8724504234480255,0.8777863501657841,0.8231096587243341,0.823605684700421,0.9248955648714804,0.8367185434125789,0.896282790118747
r2,1024,tr,0.017596331069244926,0.8723604200512728,0.8667702826255227,0.8723604200512728,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.8405693149007865,0.8509315447841009,0.8546503297330648,0.8517473085406772,0.8769958034797324,0.8881106188786853,0.8939455524120433,0.8511681676604461,0.8784208755436493,0.8755731728962919
r2,2048,tr,0.037857481935558525,0.8903396723420532,0.8947937223473552,0.9265697250308059,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.8862076765965026,0.8995086294466049,0.9074815081781809,0.9567378505548736,0.813155003271338,0.8789506028583894,0.9333440403079044,0.8707509834851579,0.8796852537490959,0.8903396723420532
r2,4096,tr,0.03054956418510847,0.9286541552552025,0.9198577024212813,0.9379186701770758,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.8616464961698428,0.9244453533480924,0.9286541552552025,0.9507407737797332,0.9394170305168528,0.9020985956265192,0.9422453695578356,0.8735859480036535,0.9519083087496742,0.9057740254496112
r2,8192,tr,0.017181558112558802,0.9214150956901298,0.9153293799010463,0.9214150956901298,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.8897267102483154,0.912798930487245,0.9276424228877362,0.9328683910336548,0.9027524191146624,0.9247370848485376,0.9238735764386397,0.930866797609909,0.9212250457080432,0.8807167048446374
r2,16384,tr,0.018592680307737607,0.9142733036034506,0.9109085615227382,0.9356004668663828,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.925010109977109,0.9112672878520448,0.907203184479827,0.9230754373989316,0.9165411901522812,0.9142733036034506,0.9109449076505708,0.9220777458665236,0.8800904263137801,0.8739101165892205
r2,32768,tr,0.01785777971139894,0.8974021120273229,0.8953395394550963,0.9070482320335812,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.9151652750648172,0.8974021120273229,0.8868692776671192,0.8853522295688522,0.8829361695532593,0.9128593415480932,0.8935531382750027,0.9055296495806532,0.9084378574696932,0.8535816512176656
r2,65536,tr,0.012211422585403716,0.8855419532947462,0.8831501668550861,0.8915160877521275,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.8807470161207499,0.8887065709752745,0.8832011100414143,0.8949317803477972,0.8489868130650554,0.8832835480650765,0.8906161721869651,0.8864578934215906,0.8806628901351486,0.8855419532947462
r2,131072,tr,0.010727192744804775,0.8680609429613657,0.8641107428893854,0.8704371499311179,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.8525900402017155,0.8686131763439264,0.8680609429613657,0.8668747602239365,0.8675318500878243,0.868326863235986,0.8472085833590166,0.8782600435330294,0.872066653534707,0.8452481083706131
r2,213015,tr,0.0095407574721048,0.8622472745485154,0.8608025848329937,0.8731271365269165,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.8654444440296378,0.8679061969540482,0.8549236498166359,0.8603237574036209,0.8617592962870337,0.8622472745485154,0.8632605145889698,0.8709500961693267,0.84297999424603,0.8459060725921956
rmse,128,tr,0.026564110870580516,0.11732098658737597,0.10992844659343937,0.06885899143506717,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.12278011889512072,0.12143633786164285,0.13320942322052715,0.0496057218407168,0.10813878782244214,0.11474901545126087,0.11732098658737597,0.1159196500058038,0.13481696708296625,0.12237691232490915
rmse,256,tr,0.02909900347167518,0.08441133737874912,0.07780824698462285,0.04759575991622703,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.08484230146276063,0.04970413553385155,0.12876116173802232,0.05761035442244158,0.08699876632064088,0.1206000350913232,0.08441133737874912,0.06668865985658938,0.03918390659169008,0.08949429851855553
rmse,512,tr,0.011988116108222051,0.054492806554081716,0.05704621627923416,0.08649045993408366,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.0642618224845277,0.05827913800202955,0.04431793032257216,0.0524633203414691,0.05263456964514725,0.05990669453287774,0.06291890766436148,0.043116319622471616,0.054492806554081716,0.048626409967953775
rmse,1024,tr,0.003958540904714767,0.053645474448171984,0.05399726572334334,0.05295666406844779,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.06074994429274344,0.05598887684778042,0.057265425112953086,0.05567687153034565,0.05359957946285617,0.048811672221872576,0.04974000881189748,0.05747037830355691,0.04806502785615127,0.053645474448171984
rmse,2048,tr,0.008767856693618117,0.04833708990161571,0.047411848676559946,0.0404668037039285,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.051259504257535116,0.04653744223520176,0.044977693657094135,0.03067236815199846,0.06463165992096136,0.05071543800893122,0.03964854655936672,0.05380139762149568,0.04833708990161571,0.050482391424030784
rmse,4096,tr,0.007892826919395003,0.03934641485387278,0.04134491670502651,0.03738743909890378,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.055543415668911765,0.040812340852502745,0.03934641485387278,0.032524539536932816,0.03652164571354233,0.046144594739040735,0.0364534338056454,0.05259760698220108,0.031210712578120563,0.04625193992561758
rmse,8192,tr,0.004373483791157854,0.041548485639095904,0.04269457445095527,0.041741974677742086,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.049383471125789585,0.04338692535272407,0.03974731633888447,0.03768229369579032,0.045878118358371967,0.04003742549957556,0.041548485639095904,0.03841515996852917,0.04072105631215057,0.05109809199185434
rmse,16384,tr,0.004377484862153351,0.04294206851064687,0.04373875673314503,0.037635262129484766,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.04054890873080088,0.04394198415133682,0.0454283056171476,0.04045833464922932,0.04235248896633236,0.04294206851064687,0.04425979629645724,0.040760726204974056,0.050539926349988974,0.05225852245819641
rmse,32768,tr,0.003909447277246404,0.047274180395167904,0.04745010496271454,0.045098808630619415,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.043121849448588316,0.047274180395167904,0.04957071720818671,0.049809199261400205,0.05027228533836122,0.043183749470474514,0.04804129790350506,0.04494820263513472,0.04442958459514503,0.056201279703276916
rmse,65536,tr,0.0025159827351050328,0.04989758710875944,0.05023869174871038,0.04873945479267025,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.05086203534560138,0.04900140815329522,0.05033257080925777,0.04762866535365105,0.057200076218990974,0.05009664723322571,0.048481099241291466,0.049635001546820635,0.05075106343225022,0.04989758710875944
rmse,131072,tr,0.0021097156830408577,0.053394429194715085,0.054184113044755566,0.05308934638920091,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.056463795495751375,0.05336424757910716,0.053394429194715085,0.053736535518750725,0.053609961724971684,0.05329109960460094,0.05728129764247963,0.051321241200353564,0.05245401314408739,0.058019275998292666
rmse,213015,tr,0.001864473123067325,0.05451689972273102,0.05481563211194562,0.05237003018259402,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.05396423869054006,0.053437305867356524,0.056009630372001504,0.054895955906532214,0.05465586766507104,0.05451689972273102,0.05426504189088836,0.05284901412497767,0.05823659074559015,0.05777137806311922
y_avg_pred,128,tr,0.0057345789820192825,0.8345900774002075,0.8355551145293496,0.8286038041114807,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.8432547450065613,0.8329591751098633,0.8309154510498047,0.8319825530052185,0.8273593783378601,0.8380228281021118,0.8345900774002075,0.8422828912734985,0.8428605794906616,0.8382747769355774
y_avg_pred,256,tr,0.008064422379137026,0.8422901630401611,0.8398420756513422,0.8438007831573486,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.8464239835739136,0.8328415155410767,0.8422901630401611,0.8249109983444214,0.828515887260437,0.8429723978042603,0.8469583988189697,0.8374953269958496,0.8506466746330261,0.8414067029953003
y_avg_pred,512,tr,0.0037859345140797873,0.8383220434188843,0.8386800614270297,0.8352274894714355,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.8355913758277893,0.8392522931098938,0.8426626920700073,0.8317346572875977,0.8383220434188843,0.8380140066146851,0.8428217172622681,0.8395456671714783,0.8448099493980408,0.8374987840652466
y_avg_pred,1024,tr,0.004882808634229274,0.8417688608169556,0.8413523056290366,0.8418253660202026,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.8388041853904724,0.8404496312141418,0.8417688608169556,0.8443766832351685,0.8472961187362671,0.8471875190734863,0.8319531679153442,0.8367457389831543,0.8377025723457336,0.8467655181884766
y_avg_pred,2048,tr,0.00686828469485505,0.8415049314498901,0.839630744673989,0.8435906171798706,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.8289971351623535,0.8309106230735779,0.8326798677444458,0.8408806920051575,0.8468416929244995,0.8433308005332947,0.8415049314498901,0.8465524911880493,0.847359836101532,0.8332895040512085
y_avg_pred,4096,tr,0.003376773575562903,0.8366626501083374,0.8364203518087213,0.8331092596054077,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.8355168104171753,0.8378861546516418,0.8347270488739014,0.8368593454360962,0.8295605182647705,0.8425731062889099,0.8366626501083374,0.8397688865661621,0.8373162746429443,0.8366438150405884
y_avg_pred,8192,tr,0.003913425026416557,0.8343760371208191,0.8354568969119679,0.8307496309280396,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.8348563909530641,0.8330137729644775,0.8334060907363892,0.8424628973007202,0.8330179452896118,0.8417752981185913,0.8314914703369141,0.8368229866027832,0.8380533456802368,0.8343760371208191
y_avg_pred,16384,tr,0.003447245075475151,0.8374186754226685,0.8377430438995361,0.8344089388847351,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.8372207880020142,0.8374186754226685,0.8357878923416138,0.8418015837669373,0.8309211134910583,0.8401008844375609,0.8431591391563416,0.8380377888679504,0.8365486264228821,0.8397680521011353
y_avg_pred,32768,tr,0.0029150082422075077,0.8376709818840027,0.8379131176254966,0.8304820656776428,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.8375986814498901,0.8415408730506897,0.8368686437606812,0.8401028513908386,0.8394402265548706,0.8376709818840027,0.8374406099319458,0.8395819664001465,0.8397535681724548,0.8365638256072998
y_avg_pred,65536,tr,0.0031601307038683626,0.8370022177696228,0.8367904262109236,0.8406240344047546,/vol/ml/apartin/projects/LearningCurves/trn.top6/split_on_none/nn_reg0/run_00/lrn_crv_scores.csv,0.8370022177696228,0.8364015817642212,0.8330734372138977,0.8385728597640991,0.8345504403114319,0.8394960165023804,0.8355640769004822,0.8306052684783936,0.8404597640037537,0.8383449912071228
