rmse,mae,r2,data
0.00021724561904946005,0.00020181973029101684,0.9973079955149167,gdsc1
0.00016640391602543907,0.00012268399898827871,0.9957691702243845,gdsc2
6.733127439440587e-05,5.282970391251307e-05,0.999650091409977,ctrp
8.088092990695173e-05,6.0158326078673756e-05,0.9991809112089453,nci
